h_a,xG,xGA,npxG,npxGA,deep,deep_allowed,scored,missed,xpts,result,date,wins,draws,loses,pts,npxGD,ppda.att,ppda.def,ppda_allowed.att,ppda_allowed.def,team_id,team_name,league_name,year
h,0.445187,2.0178,0.445187,2.0178,8,8,0,2,0.2781,l,2018-08-12,0,0,1,0,-1.5726129999999998,339,25,241,22,83,Arsenal,EPL,2018
a,2.45798,1.71799,2.45798,1.71799,7,10,2,3,1.9,l,2018-08-18,0,0,1,0,0.7399900000000001,399,22,269,25,83,Arsenal,EPL,2018
h,1.7852,1.17924,1.7852,1.17924,8,10,3,1,1.8238999999999999,w,2018-08-25,1,0,0,3,0.6059599999999998,166,33,319,18,83,Arsenal,EPL,2018
a,1.41005,0.77426,1.41005,0.77426,15,5,3,2,1.8763,w,2018-09-02,1,0,0,3,0.6357900000000001,81,18,360,22,83,Arsenal,EPL,2018
a,0.90461,0.412121,0.90461,0.412121,10,3,2,1,1.7786,w,2018-09-15,1,0,0,3,0.492489,149,21,354,24,83,Arsenal,EPL,2018
h,0.930544,1.06523,0.930544,1.06523,15,5,2,0,1.1892,w,2018-09-23,1,0,0,3,-0.13468599999999986,151,31,309,18,83,Arsenal,EPL,2018
h,1.57061,2.62141,1.57061,2.62141,9,4,2,0,0.6981999999999999,w,2018-09-29,1,0,0,3,-1.0508,144,16,278,27,83,Arsenal,EPL,2018
a,1.13706,1.31588,1.13706,1.31588,12,5,5,1,1.2163,w,2018-10-07,1,0,0,3,-0.17881999999999998,276,18,311,26,83,Arsenal,EPL,2018
h,2.91637,0.932491,2.91637,0.932491,14,2,3,1,2.6580000000000004,w,2018-10-22,1,0,0,3,1.9838790000000002,162,27,422,23,83,Arsenal,EPL,2018
a,0.845197,2.38115,0.845197,0.858849,2,6,2,2,0.3065,d,2018-10-28,0,1,0,1,-0.013651999999999997,224,30,342,22,83,Arsenal,EPL,2018
h,1.62321,1.19558,1.62321,1.19558,9,8,1,1,1.7341,d,2018-11-03,0,1,0,1,0.42762999999999995,197,24,369,15,83,Arsenal,EPL,2018
h,0.965843,1.86549,0.965843,1.86549,11,8,1,1,0.6517999999999999,d,2018-11-11,0,1,0,1,-0.8996470000000001,141,23,418,20,83,Arsenal,EPL,2018
a,1.71044,0.650884,1.71044,0.650884,16,6,2,1,2.2384999999999997,w,2018-11-25,1,0,0,3,1.059556,202,22,296,15,83,Arsenal,EPL,2018
h,2.71421,1.0926,1.95304,0.331433,9,1,4,2,2.5109000000000004,w,2018-12-02,1,0,0,3,1.621607,178,27,295,31,83,Arsenal,EPL,2018
a,1.73226,1.33679,1.73226,1.33679,10,4,2,2,1.6905999999999999,d,2018-12-05,0,1,0,1,0.39547,254,14,300,39,83,Arsenal,EPL,2018
h,2.02156,0.308361,2.02156,0.308361,8,2,1,0,2.6395,w,2018-12-08,1,0,0,3,1.713199,134,24,308,29,83,Arsenal,EPL,2018
a,1.85763,1.21163,1.85763,1.21163,7,2,2,3,1.9064999999999999,l,2018-12-16,0,0,1,0,0.6459999999999999,159,18,419,31,83,Arsenal,EPL,2018
h,1.4656,1.03237,1.4656,1.03237,9,4,3,1,1.6921000000000002,w,2018-12-22,1,0,0,3,0.43323,184,23,340,25,83,Arsenal,EPL,2018
a,0.789138,1.38502,0.789138,1.38502,10,8,1,1,0.74,d,2018-12-26,0,1,0,1,-0.5958819999999999,159,11,473,24,83,Arsenal,EPL,2018
a,1.08186,3.7053,1.08186,2.18296,6,12,1,5,0.0922,l,2018-12-29,0,0,1,0,-1.1011,291,31,386,28,83,Arsenal,EPL,2018
h,4.43325,1.71312,4.43325,1.71312,21,5,4,1,2.7424000000000004,w,2019-01-01,1,0,0,3,2.72013,215,20,301,24,83,Arsenal,EPL,2018
a,0.685895,0.669394,0.685895,0.669394,8,7,0,1,1.3109,l,2019-01-12,0,0,1,0,0.016500999999999988,199,20,352,26,83,Arsenal,EPL,2018
h,2.09412,0.755304,2.09412,0.755304,5,19,2,0,2.3432999999999997,w,2019-01-19,1,0,0,3,1.3388160000000002,327,34,202,32,83,Arsenal,EPL,2018
h,2.69339,0.597893,1.93222,0.597893,21,2,2,1,2.6955000000000005,w,2019-01-29,1,0,0,3,1.334327,103,14,318,11,83,Arsenal,EPL,2018
a,0.703542,3.03102,0.703542,3.03102,3,22,1,3,0.0611,l,2019-02-03,0,0,1,0,-2.3274779999999997,313,20,261,30,83,Arsenal,EPL,2018
a,1.46751,1.96816,1.46751,1.96816,10,6,2,1,0.9656,w,2019-02-09,1,0,0,3,-0.5006499999999998,219,22,238,55,83,Arsenal,EPL,2018
h,2.35088,0.613167,2.35088,0.613167,19,2,2,0,2.6078,w,2019-02-24,1,0,0,3,1.737713,150,13,328,28,83,Arsenal,EPL,2018
h,3.18716,0.88618,3.18716,0.88618,13,7,5,1,2.6991,w,2019-02-27,1,0,0,3,2.30098,194,15,373,19,83,Arsenal,EPL,2018
a,3.45713,1.76818,2.69596,1.00701,6,7,1,1,2.5561000000000003,d,2019-03-02,0,1,0,1,1.68895,284,31,139,21,83,Arsenal,EPL,2018
h,1.52723,2.3703,0.766059,2.3703,9,7,2,0,0.7271,w,2019-03-10,1,0,0,3,-1.6042409999999998,271,21,203,25,83,Arsenal,EPL,2018
h,1.04458,0.0441445,1.04458,0.0441445,17,2,2,0,2.3569999999999998,w,2019-04-01,1,0,0,3,1.0004355,144,23,381,23,83,Arsenal,EPL,2018
a,0.201885,2.69396,0.201885,2.69396,3,6,0,1,0.0839,l,2019-04-07,0,0,1,0,-2.4920750000000003,179,16,301,31,83,Arsenal,EPL,2018
a,2.2668,1.12595,2.2668,1.12595,16,7,1,0,2.2389,w,2019-04-15,1,0,0,3,1.14085,162,20,365,23,83,Arsenal,EPL,2018
h,1.54245,2.56216,1.54245,2.56216,13,10,2,3,0.7062999999999999,l,2019-04-21,0,0,1,0,-1.01971,96,23,301,23,83,Arsenal,EPL,2018
a,0.939754,0.982018,0.939754,0.982018,8,5,1,3,1.3253,l,2019-04-24,0,0,1,0,-0.04226399999999997,145,11,359,19,83,Arsenal,EPL,2018
a,0.600697,3.6797,0.600697,3.6797,4,8,0,3,0.0762,l,2019-04-28,0,0,1,0,-3.079003,351,16,149,25,83,Arsenal,EPL,2018
h,2.36178,1.90585,1.60061,1.14468,14,8,1,1,1.6879000000000002,d,2019-05-05,0,1,0,1,0.45593000000000017,125,20,269,19,83,Arsenal,EPL,2018
a,2.87276,1.72939,2.87276,1.72939,15,10,3,1,2.1656,w,2019-05-12,1,0,0,3,1.14337,183,11,336,19,83,Arsenal,EPL,2018
h,0.974497,2.58097,0.974497,2.58097,8,3,1,2,0.3879,l,2018-08-11,0,0,1,0,-1.6064730000000003,349,20,198,35,86,Newcastle United,EPL,2018
a,1.55405,1.15521,0.79288,1.15521,3,3,0,0,1.7041,d,2018-08-18,0,1,0,1,-0.36233000000000004,107,17,151,30,86,Newcastle United,EPL,2018
h,0.209337,1.49669,0.209337,0.735524,3,13,1,2,0.26239999999999997,l,2018-08-26,0,0,1,0,-0.526187,338,14,80,18,86,Newcastle United,EPL,2018
a,0.554763,2.46904,0.554763,2.46904,2,9,1,2,0.23270000000000002,l,2018-09-01,0,0,1,0,-1.9142770000000002,396,13,97,11,86,Newcastle United,EPL,2018
h,0.412121,0.90461,0.412121,0.90461,3,10,1,2,0.8492,l,2018-09-15,0,0,1,0,-0.492489,354,24,149,21,86,Newcastle United,EPL,2018
a,0.229309,0.930793,0.229309,0.930793,1,9,0,0,0.6326,d,2018-09-22,0,1,0,1,-0.701484,271,29,147,20,86,Newcastle United,EPL,2018
h,0.397301,1.34341,0.397301,0.582246,3,3,0,2,0.4535,l,2018-09-29,0,0,1,0,-0.18494500000000003,315,27,191,21,86,Newcastle United,EPL,2018
a,1.55962,2.40631,1.55962,2.40631,5,12,2,3,0.8258000000000001,l,2018-10-06,0,0,1,0,-0.8466899999999999,336,25,85,17,86,Newcastle United,EPL,2018
h,1.71169,0.675798,1.71169,0.675798,6,6,0,1,2.1504,l,2018-10-20,0,0,1,0,1.035892,93,22,245,23,86,Newcastle United,EPL,2018
a,0.297646,1.19216,0.297646,1.19216,3,7,0,0,0.5441,d,2018-10-27,0,1,0,1,-0.894514,184,22,215,16,86,Newcastle United,EPL,2018
h,0.691575,2.5452,0.691575,2.5452,1,18,1,0,0.2791,w,2018-11-03,1,0,0,3,-1.8536249999999999,264,24,159,15,86,Newcastle United,EPL,2018
h,2.57545,1.91687,2.57545,1.91687,4,5,2,1,1.8605999999999998,w,2018-11-10,1,0,0,3,0.6585799999999999,289,19,138,22,86,Newcastle United,EPL,2018
a,1.67701,1.49487,1.67701,1.49487,3,10,2,1,1.5262,w,2018-11-26,1,0,0,3,0.18213999999999997,371,31,277,19,86,Newcastle United,EPL,2018
h,1.12583,2.62697,1.12583,2.62697,9,3,0,3,0.4187,l,2018-12-01,0,0,1,0,-1.50114,182,19,282,16,86,Newcastle United,EPL,2018
a,1.52214,2.10943,1.52214,2.10943,4,5,1,1,0.9296,d,2018-12-05,0,1,0,1,-0.5872900000000001,332,27,102,16,86,Newcastle United,EPL,2018
h,0.4601,1.57799,0.4601,1.57799,5,3,1,2,0.4476,l,2018-12-09,0,0,1,0,-1.11789,252,14,264,15,86,Newcastle United,EPL,2018
a,0.931041,0.671382,0.931041,0.671382,3,7,1,0,1.6237,w,2018-12-15,1,0,0,3,0.259659,300,16,101,24,86,Newcastle United,EPL,2018
h,0.289508,0.245408,0.289508,0.245408,7,5,0,0,1.2314,d,2018-12-22,0,1,0,1,0.0441,284,32,282,16,86,Newcastle United,EPL,2018
a,0.456309,3.24988,0.456309,2.48871,0,19,0,4,0.0654,l,2018-12-26,0,0,1,0,-2.032401,446,18,92,20,86,Newcastle United,EPL,2018
a,0.661713,1.05566,0.661713,1.05566,3,11,1,1,0.9965999999999999,d,2018-12-29,0,1,0,1,-0.39394700000000005,333,26,150,22,86,Newcastle United,EPL,2018
h,0.691878,2.6754,0.691878,2.6754,6,10,0,2,0.2389,l,2019-01-02,0,0,1,0,-1.9835219999999998,431,24,182,17,86,Newcastle United,EPL,2018
a,0.395148,1.32355,0.395148,1.32355,5,7,1,2,0.5518000000000001,l,2019-01-12,0,0,1,0,-0.928402,405,27,195,22,86,Newcastle United,EPL,2018
h,2.518,0.255727,2.518,0.255727,7,9,3,0,2.8497,w,2019-01-19,1,0,0,3,2.262273,124,23,188,20,86,Newcastle United,EPL,2018
h,0.992326,1.33896,0.231157,1.33896,2,11,2,1,1.0762999999999998,w,2019-01-29,1,0,0,3,-1.1078029999999999,404,19,107,24,86,Newcastle United,EPL,2018
a,0.400152,3.10409,0.400152,3.10409,0,12,0,1,0.0821,l,2019-02-02,0,0,1,0,-2.703938,330,14,148,17,86,Newcastle United,EPL,2018
a,0.435263,2.30998,0.435263,2.30998,3,6,1,1,0.20690000000000003,d,2019-02-11,0,1,0,1,-1.874717,375,25,227,23,86,Newcastle United,EPL,2018
h,3.03313,0.133934,3.03313,0.133934,14,2,2,0,2.902,w,2019-02-23,1,0,0,3,2.899196,285,23,318,8,86,Newcastle United,EPL,2018
h,1.70312,1.74201,1.70312,1.74201,4,7,2,0,1.2970000000000002,w,2019-02-26,1,0,0,3,-0.03889000000000009,193,17,227,19,86,Newcastle United,EPL,2018
a,1.18549,1.88895,1.18549,1.12778,12,5,0,2,0.8321000000000001,l,2019-03-02,0,0,1,0,0.05770999999999993,311,27,221,19,86,Newcastle United,EPL,2018
h,2.37896,1.15114,1.61779,1.15114,7,10,3,2,2.2845999999999997,w,2019-03-09,1,0,0,3,0.46665,225,23,177,27,86,Newcastle United,EPL,2018
a,1.02847,1.61666,1.02847,0.855492,8,4,2,2,0.8091,d,2019-03-16,0,1,0,1,0.17297799999999997,214,20,214,16,86,Newcastle United,EPL,2018
a,0.0441445,1.04458,0.0441445,1.04458,2,17,0,2,0.34130000000000005,l,2019-04-01,0,0,1,0,-1.0004355,381,23,144,23,86,Newcastle United,EPL,2018
h,0.943175,0.907988,0.943175,0.146819,9,4,0,1,1.2487,l,2019-04-06,0,0,1,0,0.796356,210,25,225,16,86,Newcastle United,EPL,2018
a,0.945804,0.877377,0.945804,0.877377,4,5,1,0,1.4051,w,2019-04-12,1,0,0,3,0.06842700000000002,444,22,146,20,86,Newcastle United,EPL,2018
h,1.23033,1.27102,1.23033,1.27102,3,8,3,1,1.3429,w,2019-04-20,1,0,0,3,-0.040690000000000115,217,19,142,28,86,Newcastle United,EPL,2018
a,0.43797,1.20482,0.43797,1.20482,5,6,1,1,0.6135,d,2019-04-27,0,1,0,1,-0.76685,260,17,276,12,86,Newcastle United,EPL,2018
h,1.29707,1.48081,1.29707,1.48081,4,9,2,3,1.2226,l,2019-05-04,0,0,1,0,-0.18374000000000001,434,20,149,11,86,Newcastle United,EPL,2018
a,1.95921,0.569845,1.95921,0.569845,7,12,4,0,2.4969,w,2019-05-12,1,0,0,3,1.3893649999999997,485,17,240,18,86,Newcastle United,EPL,2018
h,4.34421,0.404253,4.34421,0.404253,16,3,4,0,2.9770999999999996,w,2018-08-12,1,0,0,3,3.9399570000000006,249,31,403,16,87,Liverpool,EPL,2018
a,2.82183,0.368608,2.06066,0.368608,17,3,2,0,2.8541,w,2018-08-20,1,0,0,3,1.692052,208,28,361,12,87,Liverpool,EPL,2018
h,1.81412,0.535616,1.81412,0.535616,13,2,1,0,2.3447,w,2018-08-25,1,0,0,3,1.2785039999999999,174,26,432,22,87,Liverpool,EPL,2018
a,1.22722,0.981217,1.22722,0.981217,5,5,2,1,1.5620999999999998,w,2018-09-01,1,0,0,3,0.24600299999999997,267,27,286,22,87,Liverpool,EPL,2018
a,3.01015,0.788168,3.01015,0.788168,7,8,2,1,2.7332,w,2018-09-15,1,0,0,3,2.2219819999999997,376,19,186,18,87,Liverpool,EPL,2018
h,1.77893,0.310467,1.77893,0.310467,13,5,3,0,2.6962,w,2018-09-22,1,0,0,3,1.4684629999999999,261,15,463,19,87,Liverpool,EPL,2018
a,1.74071,1.77638,1.74071,1.77638,8,4,1,1,1.3651,d,2018-09-29,0,1,0,1,-0.03567000000000009,352,23,365,9,87,Liverpool,EPL,2018
h,0.433994,1.07481,0.433994,0.313641,3,4,0,0,0.6134999999999999,d,2018-10-07,0,1,0,1,0.12035299999999999,347,15,333,22,87,Liverpool,EPL,2018
a,0.663819,0.638341,0.663819,0.638341,10,0,1,0,1.34,w,2018-10-20,1,0,0,3,0.025478,341,18,330,24,87,Liverpool,EPL,2018
h,2.30176,0.643117,2.30176,0.643117,16,1,4,1,2.6395,w,2018-10-27,1,0,0,3,1.6586429999999996,81,12,496,6,87,Liverpool,EPL,2018
a,1.19558,1.62321,1.19558,1.62321,8,9,1,1,1.0036,d,2018-11-03,0,1,0,1,-0.42762999999999995,369,15,197,24,87,Liverpool,EPL,2018
h,2.22417,0.571301,2.22417,0.571301,12,1,2,0,2.5346,w,2018-11-11,1,0,0,3,1.652869,128,28,450,14,87,Liverpool,EPL,2018
a,1.45314,0.673382,1.45314,0.673382,7,3,3,0,2.0938,w,2018-11-24,1,0,0,3,0.7797580000000001,171,26,361,24,87,Liverpool,EPL,2018
h,3.07574,1.23014,3.07574,1.23014,8,5,1,0,2.6213,w,2018-12-02,1,0,0,3,1.8456000000000001,208,34,305,18,87,Liverpool,EPL,2018
a,2.73897,1.05809,2.73897,1.05809,14,7,3,1,2.6642,w,2018-12-05,1,0,0,3,1.6808800000000002,87,9,445,20,87,Liverpool,EPL,2018
a,1.80619,0.279142,1.80619,0.279142,9,4,4,0,2.7358,w,2018-12-08,1,0,0,3,1.527048,227,21,329,24,87,Liverpool,EPL,2018
h,2.60435,0.658049,2.60435,0.658049,12,2,3,1,2.6343,w,2018-12-16,1,0,0,3,1.946301,146,17,246,17,87,Liverpool,EPL,2018
a,2.16356,0.763821,2.16356,0.763821,10,3,2,0,2.3711,w,2018-12-21,1,0,0,3,1.3997389999999998,229,15,368,26,87,Liverpool,EPL,2018
h,3.24988,0.456309,2.48871,0.456309,19,0,4,0,2.8956000000000004,w,2018-12-26,1,0,0,3,2.032401,92,20,446,18,87,Liverpool,EPL,2018
h,3.7053,1.08186,2.18296,1.08186,12,6,5,1,2.854,w,2018-12-29,1,0,0,3,1.1011,386,28,291,31,87,Liverpool,EPL,2018
a,1.3801,1.00357,1.3801,1.00357,8,9,1,2,1.6706999999999999,l,2019-01-03,0,0,1,0,0.37653000000000003,363,14,355,33,87,Liverpool,EPL,2018
a,2.2665,0.384198,1.50533,0.384198,16,4,1,0,2.7304,w,2019-01-12,1,0,0,3,1.121132,159,10,452,19,87,Liverpool,EPL,2018
h,2.8299,0.695213,2.8299,0.695213,14,3,4,3,2.7402,w,2019-01-19,1,0,0,3,2.134687,169,27,367,10,87,Liverpool,EPL,2018
h,0.576336,1.1272,0.576336,1.1272,12,6,1,1,0.7787999999999999,d,2019-01-30,0,1,0,1,-0.550864,135,31,409,16,87,Liverpool,EPL,2018
a,1.12475,0.791319,1.12475,0.791319,5,6,1,1,1.6441999999999999,d,2019-02-04,0,1,0,1,0.3334309999999999,110,23,374,22,87,Liverpool,EPL,2018
h,2.53003,0.390995,2.53003,0.390995,17,5,3,0,2.7192,w,2019-02-09,1,0,0,3,2.139035,206,29,401,11,87,Liverpool,EPL,2018
a,0.380519,0.474869,0.380519,0.474869,10,5,0,0,1.1574,d,2019-02-24,0,1,0,1,-0.09434999999999999,185,31,318,25,87,Liverpool,EPL,2018
h,2.74266,0.630423,2.74266,0.630423,11,3,5,0,2.6955,w,2019-02-27,1,0,0,3,2.112237,233,20,375,15,87,Liverpool,EPL,2018
a,0.811272,0.241879,0.811272,0.241879,11,1,0,0,1.9415,d,2019-03-03,0,1,0,1,0.569393,159,23,276,19,87,Liverpool,EPL,2018
h,4.12341,0.471571,4.12341,0.471571,15,3,4,2,2.9934,w,2019-03-10,1,0,0,3,3.651839,120,14,328,22,87,Liverpool,EPL,2018
a,2.73437,0.915765,1.97321,0.915765,14,4,2,1,2.6505,w,2019-03-17,1,0,0,3,1.057445,197,25,281,13,87,Liverpool,EPL,2018
h,1.0931,1.04822,1.0931,1.04822,8,4,2,1,1.3465000000000003,w,2019-03-31,1,0,0,3,0.04488000000000003,306,17,249,13,87,Liverpool,EPL,2018
a,2.00654,0.718394,2.00654,0.718394,12,5,3,1,2.3604,w,2019-04-05,1,0,0,3,1.2881460000000002,110,12,304,18,87,Liverpool,EPL,2018
h,1.30839,0.873177,1.30839,0.873177,18,5,2,0,1.7106,w,2019-04-14,1,0,0,3,0.43521299999999996,212,26,323,20,87,Liverpool,EPL,2018
a,2.42404,1.1187,1.66287,1.1187,13,0,2,0,2.33,w,2019-04-21,1,0,0,3,0.54417,73,20,353,12,87,Liverpool,EPL,2018
h,3.58922,0.1624,3.58922,0.1624,13,2,5,0,2.9549000000000003,w,2019-04-26,1,0,0,3,3.42682,154,21,498,23,87,Liverpool,EPL,2018
a,1.48081,1.29707,1.48081,1.29707,9,4,3,2,1.483,w,2019-05-04,1,0,0,3,0.18374000000000001,149,11,434,20,87,Liverpool,EPL,2018
h,1.70197,0.883861,1.70197,0.883861,6,8,2,0,2.0131,w,2019-05-12,1,0,0,3,0.818109,254,19,388,12,87,Liverpool,EPL,2018
a,2.0178,0.445187,2.0178,0.445187,8,8,2,0,2.5791,w,2018-08-12,1,0,0,3,1.5726129999999998,241,22,339,25,88,Manchester City,EPL,2018
h,4.60356,0.663731,4.60356,0.663731,17,4,6,1,2.9558999999999997,w,2018-08-19,1,0,0,3,3.939829,101,11,317,9,88,Manchester City,EPL,2018
a,1.84293,1.26376,1.84293,1.26376,10,2,1,1,1.8124,d,2018-08-25,0,1,0,1,0.57917,123,18,366,16,88,Manchester City,EPL,2018
h,2.46904,0.554763,2.46904,0.554763,9,2,2,1,2.6351000000000004,w,2018-09-01,1,0,0,3,1.9142770000000002,97,11,396,13,88,Manchester City,EPL,2018
h,4.91621,0.342698,4.91621,0.342698,22,3,3,0,2.9919,w,2018-09-15,1,0,0,3,4.573512,228,21,420,11,88,Manchester City,EPL,2018
a,3.08415,0.0980726,3.08415,0.0980726,18,2,5,0,2.9209,w,2018-09-22,1,0,0,3,2.9860774,107,14,540,8,88,Manchester City,EPL,2018
h,2.90697,0.23023,2.90697,0.23023,21,0,2,0,2.8899000000000004,w,2018-09-29,1,0,0,3,2.6767399999999997,115,19,330,10,88,Manchester City,EPL,2018
a,1.07481,0.433994,0.313641,0.433994,4,3,0,0,2.0808,d,2018-10-07,0,1,0,1,-0.12035299999999999,333,22,347,15,88,Manchester City,EPL,2018
h,4.48577,0.370236,4.48577,0.370236,18,1,5,0,2.9664,w,2018-10-20,1,0,0,3,4.115533999999999,179,19,390,10,88,Manchester City,EPL,2018
a,1.93588,0.442436,1.93588,0.442436,15,4,1,0,2.5302,w,2018-10-29,1,0,0,3,1.493444,290,22,277,26,88,Manchester City,EPL,2018
h,2.76272,1.81466,2.76272,1.05349,35,4,6,1,2.0159,w,2018-11-04,1,0,0,3,1.7092299999999998,179,20,417,14,88,Manchester City,EPL,2018
h,2.02764,0.97089,2.02764,0.209721,16,5,3,1,2.2319,w,2018-11-11,1,0,0,3,1.8179189999999998,240,19,384,19,88,Manchester City,EPL,2018
a,2.95852,0.829504,2.95852,0.829504,11,6,4,0,2.803,w,2018-11-24,1,0,0,3,2.129016,190,13,524,18,88,Manchester City,EPL,2018
h,2.83557,0.715009,2.83557,0.715009,10,6,3,1,2.7379,w,2018-12-01,1,0,0,3,2.1205610000000004,149,24,472,7,88,Manchester City,EPL,2018
a,2.51933,1.672,2.51933,1.672,14,7,2,1,1.9796,w,2018-12-04,1,0,0,3,0.8473300000000001,146,21,395,10,88,Manchester City,EPL,2018
a,0.740048,0.526329,0.740048,0.526329,11,3,0,2,1.5059,l,2018-12-08,0,0,1,0,0.213719,292,35,404,23,88,Manchester City,EPL,2018
h,1.79848,1.6235,1.79848,1.6235,6,4,3,1,1.5051999999999999,w,2018-12-15,1,0,0,3,0.17498000000000014,208,24,411,17,88,Manchester City,EPL,2018
h,1.27118,1.14609,1.27118,0.384919,16,0,2,3,1.3794,l,2018-12-22,0,0,1,0,0.886261,88,20,291,12,88,Manchester City,EPL,2018
a,1.34781,1.55714,1.34781,1.55714,20,6,1,2,1.2127,l,2018-12-26,0,0,1,0,-0.20933000000000002,155,25,299,9,88,Manchester City,EPL,2018
a,2.96802,0.221381,2.96802,0.221381,12,4,3,1,2.8813,w,2018-12-30,1,0,0,3,2.746639,119,16,450,13,88,Manchester City,EPL,2018
h,1.00357,1.3801,1.00357,1.3801,9,8,2,1,1.0365,w,2019-01-03,1,0,0,3,-0.37653000000000003,355,33,363,14,88,Manchester City,EPL,2018
h,3.11947,0.0985446,2.3583,0.0985446,21,1,3,0,2.9611,w,2019-01-14,1,0,0,3,2.2597554,158,26,305,7,88,Manchester City,EPL,2018
a,2.01376,0.764264,2.01376,0.764264,13,1,3,0,2.3470999999999997,w,2019-01-20,1,0,0,3,1.249496,167,18,382,18,88,Manchester City,EPL,2018
a,1.33896,0.992326,1.33896,0.231157,11,2,1,2,1.5899,l,2019-01-29,0,0,1,0,1.1078029999999999,107,24,404,19,88,Manchester City,EPL,2018
h,3.03102,0.703542,3.03102,0.703542,22,3,3,1,2.8943,w,2019-02-03,1,0,0,3,2.3274779999999997,261,30,313,20,88,Manchester City,EPL,2018
a,2.60922,0.111559,2.60922,0.111559,15,4,2,0,2.9120000000000004,w,2019-02-06,1,0,0,3,2.497661,160,20,313,20,88,Manchester City,EPL,2018
h,4.04218,0.901867,3.28101,0.901867,11,8,6,0,2.8745,w,2019-02-10,1,0,0,3,2.379143,299,20,479,21,88,Manchester City,EPL,2018
h,3.67741,0.400125,2.91624,0.400125,24,3,1,0,2.9651,w,2019-02-27,1,0,0,3,2.516115,114,12,370,9,88,Manchester City,EPL,2018
a,1.59515,0,1.59515,0,16,0,1,0,2.6556,w,2019-03-02,1,0,0,3,1.59515,85,14,368,11,88,Manchester City,EPL,2018
h,3.75714,0.407168,3.75714,0.407168,22,4,3,1,2.9656000000000002,w,2019-03-09,1,0,0,3,3.349972,173,21,309,8,88,Manchester City,EPL,2018
a,2.31513,0.661491,2.31513,0.661491,14,3,2,0,2.5109,w,2019-03-30,1,0,0,3,1.6536389999999999,221,26,374,11,88,Manchester City,EPL,2018
h,3.53913,0.135788,3.53913,0.135788,17,2,2,0,2.9629,w,2019-04-03,1,0,0,3,3.4033420000000003,83,16,341,7,88,Manchester City,EPL,2018
a,2.86236,0.318169,2.86236,0.318169,18,5,3,1,2.8531,w,2019-04-14,1,0,0,3,2.5441909999999996,130,27,385,13,88,Manchester City,EPL,2018
h,2.06185,1.19894,2.06185,1.19894,12,4,1,0,2.0253,w,2019-04-20,1,0,0,3,0.8629100000000003,213,34,339,21,88,Manchester City,EPL,2018
a,0.530481,0.514509,0.530481,0.514509,14,5,2,0,1.3002,w,2019-04-24,1,0,0,3,0.015971999999999986,233,26,435,22,88,Manchester City,EPL,2018
a,2.34878,0.0899809,2.34878,0.0899809,10,4,1,0,2.8337,w,2019-04-28,1,0,0,3,2.2587991,103,14,322,16,88,Manchester City,EPL,2018
h,1.08617,0.537307,1.08617,0.537307,14,4,1,0,1.8338999999999999,w,2019-05-06,1,0,0,3,0.5488630000000001,274,33,287,6,88,Manchester City,EPL,2018
a,2.22234,0.595313,2.22234,0.595313,26,0,4,1,2.5035,w,2019-05-12,1,0,0,3,1.627027,134,22,375,13,88,Manchester City,EPL,2018
h,1.5137,1.73813,0.75253,1.73813,3,10,2,1,1.1711,w,2018-08-10,1,0,0,3,-0.9855999999999999,285,18,298,26,89,Manchester United,EPL,2018
a,1.56579,1.63672,0.804623,0.875549,5,2,2,3,1.244,l,2018-08-19,0,0,1,0,-0.07092600000000004,131,14,397,36,89,Manchester United,EPL,2018
h,1.40321,1.80811,1.40321,1.80811,7,6,0,3,1.0506,l,2018-08-27,0,0,1,0,-0.40490000000000004,198,21,269,32,89,Manchester United,EPL,2018
a,2.90359,1.09923,2.14242,1.09923,13,2,2,0,2.5311999999999997,w,2018-09-02,1,0,0,3,1.04319,215,20,294,14,89,Manchester United,EPL,2018
a,1.64902,1.17523,1.64902,1.17523,6,7,2,1,1.7992000000000004,w,2018-09-15,1,0,0,3,0.47378999999999993,181,18,281,22,89,Manchester United,EPL,2018
h,0.62283,1.1185,0.62283,1.1185,12,7,1,1,0.8489,d,2018-09-22,0,1,0,1,-0.49567000000000005,199,12,393,22,89,Manchester United,EPL,2018
a,0.865739,1.3029,0.865739,1.3029,2,9,1,3,0.9135,l,2018-09-29,0,0,1,0,-0.4371609999999999,238,21,248,19,89,Manchester United,EPL,2018
h,2.40631,1.55962,2.40631,1.55962,12,5,3,2,1.9687999999999999,w,2018-10-06,1,0,0,3,0.8466899999999999,85,17,336,25,89,Manchester United,EPL,2018
a,1.11454,2.21163,1.11454,2.21163,4,9,2,2,0.5613999999999999,d,2018-10-20,0,1,0,1,-1.09709,336,29,199,21,89,Manchester United,EPL,2018
h,2.51393,1.67348,1.64513,0.912308,5,6,2,1,2.0317000000000003,w,2018-10-28,1,0,0,3,0.732822,239,27,268,25,89,Manchester United,EPL,2018
a,3.29249,1.928,3.29249,1.928,15,14,2,1,2.2522,w,2018-11-03,1,0,0,3,1.36449,213,22,241,16,89,Manchester United,EPL,2018
a,0.97089,2.02764,0.209721,2.02764,5,16,1,3,0.533,l,2018-11-11,0,0,1,0,-1.8179189999999998,384,19,240,19,89,Manchester United,EPL,2018
h,1.34245,1.05292,1.34245,1.05292,12,4,0,0,1.5976,d,2018-11-24,0,1,0,1,0.28952999999999984,140,27,262,15,89,Manchester United,EPL,2018
